W-L,pythW-L,R,RA,BatAge,PAge,#Bat,#P,ttlsalary,YPN2,YPN3,YPN4,YPN5,YPN6,AB,H,2b,3b,hr,bb,so,sb,cs,hbp,sf,ER,ERA,CG,SHO,SV,IPOuts,HA,HRA,BBA,SOA,E,DP,FP,attendance,YearP1W
0.611,0.625,851,644,28.5,30.2,40,18,61721667,0.463,0.506,0.432,0.525,0.519,5678,1603,333,32,152,462,805,117,51,74,64,595,3.69,7,14,54,4357,1345,169,509,999,87,151,0.98,2305547,0.475
0.42,0.413,670,812,27.6,27.4,47,23,35159500,0.414,0.42,0.401,0.481,0.543,5379,1361,320,28,131,478,1071,101,51,60,45,745,4.68,5,11,28,4294,1509,190,525,1103,108,139,0.98,642745,0.512
0.494,0.508,767,753,28.3,28.5,41,20,76895999,0.512,0.519,0.543,0.469,0.457,5663,1489,287,36,195,470,1094,156,55,74,43,696,4.28,7,10,41,4388,1553,165,490,1041,97,184,0.98,1915438,0.481
0.451,0.462,890,968,29.8,28.5,51,25,88633500,0.438,0.586,0.543,0.475,0.556,5685,1566,326,23,246,548,1093,97,32,75,55,913,5.71,4,3,37,4315,1670,222,596,951,114,167,0.98,2831021,0.444
0.383,0.376,672,887,28,26.9,46,24,56980000,0.429,0.426,0.389,,,5524,1426,311,21,121,456,1116,115,52,54,25,781,4.94,1,6,30,4271,1513,207,569,1030,139,144,0.97,1298365,0.342
0.574,0.579,814,684,28.8,29.3,40,21,78538333,0.586,0.466,0.512,0.451,0.543,5450,1469,274,32,199,529,1089,91,35,65,50,627,3.93,8,11,38,4306,1389,196,526,1083,110,156,0.98,3109578,0.599
0.556,0.53,799,748,31.5,29.2,41,18,63280167,0.599,0.531,0.546,0.556,0.42,5612,1493,304,40,235,625,1090,57,42,50,54,680,4.18,3,8,47,4390,1437,145,579,1080,118,170,0.98,3311958,0.59
0.716,0.672,927,627,31.4,30.8,35,15,74720834,0.562,0.488,0.472,0.556,0.528,5680,1637,310,38,169,614,989,174,42,62,70,576,3.54,8,14,56,4395,1293,160,465,1051,83,137,0.98,3507326,0.574
0.488,0.487,789,812,28.9,28.7,48,25,39182833,0.469,0.457,0.605,0.469,0.562,5482,1379,273,26,161,678,1273,129,44,41,48,724,4.52,5,6,46,4322,1519,219,476,1088,145,127,0.97,2378128,0.407
0.383,0.38,657,858,27.8,28.1,49,22,57760833,0.426,0.484,0.426,0.488,0.451,5398,1333,256,25,161,467,1106,93,73,67,35,794,5.05,8,9,36,4249,1493,167,549,908,133,168,0.97,2464870,0.447
0.531,0.517,746,719,26.9,28.9,46,22,41663833,0.401,0.475,0.463,0.42,0.414,5497,1431,295,29,164,551,1125,153,47,43,61,667,4.15,8,7,47,4336,1417,170,527,1086,91,145,0.98,1782054,0.497
0.63,0.64,884,645,27.5,28,42,16,33810750,0.565,0.537,0.457,0.401,0.481,5573,1469,334,22,199,640,1021,68,29,88,59,583,3.59,13,9,44,4390,1384,153,440,1117,125,151,0.98,2133277,0.636
0.594,0.555,804,713,31.1,30.9,47,20,112287143,0.54,0.605,0.704,0.593,0.568,5577,1488,289,20,203,519,1035,161,53,64,43,649,4.02,7,9,57,4354,1429,158,465,1266,109,132,0.98,3264907,0.64
0.506,0.452,642,713,30.4,31.1,44,22,93174428,0.58,0.595,0.543,0.543,0.438,5459,1361,273,18,147,545,1062,66,48,65,35,654,4.07,6,14,48,4337,1418,186,438,1191,101,132,0.98,2658330,0.466
0.525,0.503,771,766,26.4,27.4,42,21,24130000,0.426,0.394,0.432,0.42,0.481,5560,1514,328,38,164,495,1083,146,67,64,38,722,4.51,12,8,45,4324,1494,192,445,965,108,121,0.98,1782929,0.584
0.42,0.461,740,806,29.4,27.3,46,24,43886833,0.451,0.46,0.457,0.484,0.494,5488,1378,273,30,209,488,1399,66,36,72,35,740,4.64,3,8,28,4309,1452,197,667,1057,103,156,0.98,2811041,0.346
0.531,0.509,758,744,30.2,30.5,41,21,109105953,0.531,0.475,0.512,0.543,0.556,5493,1399,264,27,206,519,1062,89,42,56,44,685,4.25,3,5,46,4352,1387,184,524,1212,116,138,0.98,3017143,0.568
0.401,0.426,729,858,28.2,27.3,44,19,35422500,0.475,0.398,0.447,0.416,0.466,5643,1503,277,37,152,406,898,100,42,44,47,779,4.87,5,1,30,4320,1537,209,576,911,117,204,0.98,1536371,0.383
0.574,0.544,847,769,30.3,28.4,45,25,60612667,0.444,0.599,0.63,0.519,0.506,5528,1500,313,29,208,581,1119,64,49,89,56,707,4.37,7,6,48,4364,1453,221,486,1228,110,138,0.98,2904277,0.519
0.469,0.499,742,744,27.3,26.5,42,23,35762500,0.491,0.395,0.333,0.568,0.494,5542,1461,325,30,166,470,1145,89,40,67,45,691,4.32,5,11,32,4314,1397,151,617,1119,103,174,0.98,1261226,0.488
0.407,0.414,724,876,28.2,28.1,44,22,53416167,0.488,0.429,0.401,0.488,0.327,5537,1439,291,60,139,466,972,133,61,51,49,795,5.01,16,2,34,4288,1624,180,553,859,131,165,0.97,1921305,0.342
0.451,0.509,923,906,28.3,28.7,53,26,71541334,0.506,0.444,0.475,0.512,0.512,5690,1663,324,61,213,511,1027,132,54,61,50,841,5.29,8,8,26,4290,1522,239,598,1058,96,167,0.98,3166821,0.451
0.562,0.54,897,821,31,29.1,44,24,93152001,0.556,0.599,0.549,0.534,0.615,5600,1559,294,37,212,577,1076,79,41,69,62,746,4.64,3,4,42,4340,1512,148,573,1218,107,137,0.98,3175523,0.457
0.407,0.434,735,850,28,27.3,50,25,48986000,0.525,0.589,0.475,0.469,0.5,5583,1464,304,22,176,468,1172,103,54,65,40,765,4.77,2,2,35,4328,1572,198,515,943,138,136,0.97,1879757,0.481
0.512,0.502,798,795,28.4,26.2,42,21,65653667,0.586,0.466,0.494,0.497,0.525,5464,1463,300,29,214,520,998,123,59,52,51,725,4.55,8,7,51,4300,1465,181,500,921,118,149,0.98,1766172,0.5
0.543,0.547,777,701,30.7,29.8,43,20,64715833,0.401,0.414,0.552,0.42,0.469,5406,1409,268,32,194,577,1077,67,36,66,53,643,4.03,8,6,41,4311,1357,164,550,1344,109,113,0.98,2779465,0.414
0.509,0.516,772,745,30,30.7,48,23,110035833,0.525,0.58,0.568,0.481,0.525,5605,1493,316,29,198,520,1131,46,35,70,41,667,4.15,3,9,48,4344,1412,146,544,1259,113,129,0.98,2625333,0.574
0.391,0.415,687,829,30.1,27.6,46,22,67599540,0.457,0.481,0.488,0.605,0.543,5472,1359,262,24,136,514,989,133,53,77,49,744,4.67,10,6,31,4297,1504,194,528,938,125,137,0.97,3094841,0.414
0.543,0.557,729,643,30.3,31.1,47,23,91936166,0.586,0.636,0.654,0.623,0.593,5498,1432,263,24,174,493,1039,85,46,45,52,578,3.59,5,13,41,4342,1363,153,499,1133,103,133,0.98,2823530,0.631
0.568,0.586,818,677,31.9,30.9,47,22,85082999,0.525,0.617,0.401,,,5595,1494,284,35,208,587,1052,71,38,57,36,627,3.87,12,13,34,4379,1352,195,461,1297,84,148,0.98,2736451,0.605
0.463,0.475,691,730,28,28.9,38,18,47535167,0.506,0.432,0.525,0.519,0.435,5551,1447,275,26,158,494,1001,116,52,77,53,671,4.2,6,1,43,4313,1452,168,525,947,103,142,0.98,2000919,0.611
0.414,0.409,738,902,26.2,26.1,49,27,32994333,0.42,0.401,0.481,0.543,0.458,5535,1475,310,35,178,476,1048,58,48,29,34,812,5.13,4,7,39,4273,1575,181,579,1011,132,151,0.97,926272,0.42
0.512,0.476,861,908,28.2,28.9,45,22,44838332,0.519,0.543,0.469,0.457,0.389,5677,1562,328,21,244,526,1026,89,34,60,34,821,5.14,15,4,37,4311,1615,195,560,978,100,176,0.98,1705712,0.494
0.438,0.437,848,974,29.4,28.7,42,19,70795921,0.586,0.543,0.475,0.556,0.514,5648,1601,330,35,173,580,922,69,47,39,48,876,5.52,3,4,39,4287,1683,202,661,918,135,162,0.97,2588401,0.451
0.429,0.437,733,842,30.1,29.3,51,24,62765129,0.426,0.389,,,,5505,1414,253,22,162,559,1022,90,46,48,40,773,4.86,10,8,38,4293,1553,198,533,955,118,171,0.98,1449673,0.383
0.586,0.564,887,771,29.7,29.3,46,24,61453863,0.466,0.512,0.451,0.543,0.434,5478,1481,259,25,235,675,1253,87,51,84,53,698,4.38,10,7,37,4300,1403,196,606,1100,111,148,0.98,3336493,0.574
0.599,0.597,925,747,29.9,28.5,36,17,53737826,0.531,0.546,0.556,0.42,0.465,5519,1535,304,44,226,709,1032,79,39,51,66,675,4.21,9,15,47,4332,1452,151,623,1076,93,173,0.98,3318800,0.556
0.562,0.569,907,780,31.2,29.3,37,16,58915000,0.488,0.472,0.556,0.528,0.545,5497,1481,300,26,198,775,1073,122,56,48,61,720,4.5,4,10,44,4324,1442,167,634,998,99,178,0.98,2914624,0.716
0.469,0.463,752,815,28.6,27.5,56,29,54821000,0.457,0.605,0.469,0.562,0.486,5560,1413,279,37,157,602,1177,131,53,46,43,733,4.52,5,5,46,4377,1443,191,649,1071,141,155,0.97,2352443,0.488
0.426,0.448,793,888,28.3,27.1,46,24,28928334,0.484,0.426,0.488,0.451,0.403,5643,1506,320,31,168,564,1032,86,40,66,37,794,4.93,5,7,27,4347,1554,163,711,1070,132,169,0.97,1748908,0.383
0.401,0.428,708,830,28.5,28.7,51,27,47308000,0.475,0.463,0.42,0.414,0.479,5511,1386,304,40,144,611,1117,102,30,44,37,763,4.77,8,6,34,4315,1458,201,640,1123,100,136,0.98,1612769,0.531
0.565,0.569,947,813,27.5,29.5,44,21,31971333,0.537,0.457,0.401,0.481,0.465,5560,1501,281,23,239,750,1159,40,15,52,44,730,4.58,7,11,43,4305,1535,158,615,963,134,164,0.97,1603744,0.63
0.54,0.531,871,814,31.3,32,46,22,92338260,0.605,0.704,0.593,0.568,0.549,5556,1541,294,25,205,631,1007,99,48,57,50,753,4.76,9,6,40,4272,1458,177,577,1040,109,135,0.98,3055435,0.594
0.58,0.541,807,738,30.4,31,47,20,79509776,0.595,0.543,0.543,0.438,0.479,5486,1445,282,20,198,675,1037,66,46,45,51,670,4.16,8,10,49,4350,1398,164,574,1164,118,121,0.98,2820530,0.506
0.426,0.426,748,880,26.5,26.6,41,17,16519500,0.394,0.432,0.42,0.481,0.389,5615,1516,325,49,116,556,1021,90,45,35,51,819,5.15,6,4,35,4297,1634,212,516,1042,102,155,0.98,1000760,0.525
0.451,0.45,740,826,28.8,27.4,46,24,36505333,0.46,0.457,0.484,0.494,0.451,5563,1366,297,25,177,620,1245,72,44,61,49,755,4.64,2,7,29,4398,1501,174,728,967,118,187,0.98,1573621,0.42
0.531,0.541,798,729,29.6,29.5,46,21,87924286,0.475,0.512,0.543,0.556,0.542,5481,1408,265,28,211,668,1083,95,42,51,46,659,4.1,9,11,36,4335,1379,176,600,1154,135,151,0.97,2880242,0.531
0.475,0.474,879,930,27.5,25.8,44,24,23433000,0.398,0.447,0.416,0.466,0.486,5709,1644,281,27,150,511,840,121,35,48,70,876,5.48,10,6,29,4317,1585,239,693,927,102,185,0.98,1564847,0.401
0.444,0.497,938,944,29.1,28,46,23,51289111,0.599,0.63,0.519,0.506,0.528,5570,1547,289,36,249,673,1129,114,52,83,61,864,5.41,8,2,30,4312,1596,234,598,1064,133,149,0.97,3056139,0.574
0.491,0.461,731,797,26.1,26.7,40,18,19872000,0.395,0.333,0.568,0.494,0.469,5509,1441,274,29,160,540,1184,168,55,60,51,729,4.59,5,4,48,4288,1477,169,650,1051,125,144,0.98,1218326,0.469
0.488,0.498,823,827,29.1,29.1,45,23,58265167,0.429,0.401,0.488,0.327,0.417,5644,1553,307,41,177,562,982,83,38,43,49,755,4.71,6,6,44,4329,1583,177,496,978,105,171,0.98,2438617,0.407
0.506,0.535,968,897,29.2,29.7,49,25,61111190,0.444,0.475,0.512,0.512,0.535,5660,1664,320,53,161,601,907,131,61,42,75,835,5.26,7,2,33,4290,1568,221,588,1001,94,176,0.98,3295129,0.451
0.556,0.569,950,816,30.1,30.2,55,32,75880771,0.599,0.549,0.534,0.615,0.694,5683,1639,310,30,221,685,1057,113,34,51,52,775,4.84,6,5,34,4326,1511,173,666,1213,72,149,0.98,3456278,0.562
0.525,0.534,825,765,29.2,28.4,45,21,46867200,0.589,0.475,0.469,0.5,0.59,5635,1545,302,36,200,559,995,100,38,64,58,700,4.33,8,7,42,4368,1446,190,659,1015,111,156,0.98,2577371,0.407
0.586,0.57,978,839,27.5,26.5,42,22,31133500,0.466,0.494,0.497,0.525,0.472,5646,1615,325,33,216,591,960,119,42,53,61,751,4.66,5,7,43,4350,1509,195,614,1037,133,190,0.97,1947799,0.512
0.401,0.424,764,904,30.8,28.4,51,24,60539333,0.414,0.552,0.42,0.469,0.507,5577,1426,272,23,183,632,1120,93,37,54,45,849,5.25,10,5,39,4363,1505,231,658,1143,100,139,0.98,2789511,0.543
0.525,0.528,792,745,29.3,30.1,52,24,77940333,0.58,0.568,0.481,0.525,0.597,5630,1503,316,32,167,611,1019,43,30,42,48,683,4.23,7,12,46,4357,1433,173,499,1121,109,120,0.98,2585895,0.509
0.457,0.436,794,913,32,29.1,50,22,81447435,0.481,0.488,0.605,0.543,0.493,5549,1508,310,22,184,558,900,126,65,49,54,855,5.37,14,6,33,4299,1547,202,665,1017,116,151,0.98,3297031,0.391
0.586,0.557,810,714,30.7,31.4,47,22,84537836,0.636,0.654,0.623,0.593,0.625,5489,1490,274,26,179,595,1010,148,56,59,45,648,4.05,13,9,53,4320,1428,165,484,1093,129,138,0.97,3234304,0.543
0.525,0.522,792,754,30.8,31.6,41,17,81027833,0.617,0.401,,,,5527,1466,282,44,179,535,975,97,44,59,58,698,4.35,16,8,38,4330,1441,190,500,1220,107,138,0.98,2942251,0.568
0.506,0.497,864,869,27.7,28.9,45,25,51464167,0.432,0.525,0.519,0.435,0.538,5628,1574,309,34,236,608,1024,93,52,47,43,805,5,5,3,46,4344,1534,228,662,846,134,184,0.97,2066982,0.463
0.42,0.422,718,853,25.9,25.5,44,21,17903000,0.401,0.481,0.543,0.458,0.649,5559,1473,320,47,163,438,939,70,51,,,747,4.69,6,4,44,4302,1505,152,572,1043,160,126,0.97,773277,0.414
0.519,0.511,883,862,28.3,27.9,53,22,45444333,0.543,0.469,0.457,0.389,0.478,5642,1580,337,14,212,578,1077,119,48,,,786,4.92,14,9,39,4315,1582,191,575,1009,106,164,0.98,2163464,0.512
0.586,0.544,945,859,30.7,30.1,38,20,76709931,0.543,0.475,0.556,0.514,0.456,5651,1653,304,29,230,611,937,111,54,,,809,5.07,6,9,47,4306,1626,186,509,979,119,167,0.98,2771469,0.438
0.426,0.424,772,913,30.1,29.3,46,24,38870000,0.389,,,,,5586,1531,272,29,145,544,1042,73,49,,,805,5.06,6,5,45,4297,1606,172,695,1055,135,198,0.97,1562827,0.429
0.466,0.484,809,838,28.7,28.6,42,22,49778195,0.512,0.451,0.543,0.434,0.465,5570,1461,274,27,194,613,1202,134,48,,,761,4.74,5,3,38,4335,1519,161,667,1025,132,161,0.97,3225334,0.586
0.531,0.522,872,831,30.2,28.6,35,16,46595057,0.546,0.556,0.42,0.465,0.478,5563,1507,307,18,188,696,1028,109,56,,,762,4.71,6,3,42,4368,1486,194,655,1076,105,150,0.98,2078399,0.599
0.488,0.476,859,905,29.2,28.2,51,28,54125003,0.472,0.556,0.528,0.545,0.438,5572,1499,263,21,244,610,1095,130,45,,,834,5.24,7,6,40,4300,1613,191,684,980,113,180,0.98,2916346,0.562
0.457,0.457,710,781,29.7,28.8,41,20,49768179,0.605,0.469,0.562,0.486,0.402,5394,1360,256,22,153,631,1169,174,67,,,705,4.47,5,6,43,4260,1454,193,529,1078,129,151,0.97,2523538,0.469
0.484,0.496,775,782,28.3,26.8,45,21,24697666,0.426,0.488,0.451,0.403,0.465,5468,1417,282,40,171,573,1197,112,44,,,689,4.33,8,3,34,4297,1444,160,633,1083,147,174,0.97,1638023,0.426
0.475,0.497,841,846,28.2,28.3,41,22,31692500,0.463,0.42,0.414,0.479,0.47,5598,1539,302,44,161,631,1081,125,35,,,788,4.93,11,6,32,4314,1494,212,627,1030,100,143,0.98,1825337,0.401
0.537,0.525,893,846,28.9,31.4,42,23,24431833,0.457,0.401,0.481,0.465,0.447,5519,1430,287,20,235,770,1129,70,37,,,749,4.69,6,5,48,4314,1537,160,569,967,122,162,0.98,1434610,0.565
0.605,0.594,900,731,30.9,31.2,39,18,86734359,0.704,0.593,0.568,0.549,0.619,5568,1568,302,36,193,718,978,104,57,,,660,4.13,6,10,50,4318,1402,158,581,1111,111,130,0.98,3292736,0.54
0.595,0.583,853,711,30.1,32.7,45,23,65092092,0.543,0.543,0.438,0.479,0.487,5572,1553,297,14,181,717,994,150,61,,,691,4.27,5,7,49,4369,1372,167,617,1172,68,147,0.98,2725668,0.58
0.394,0.406,686,845,26.8,26.3,37,18,21257500,0.432,0.42,0.481,0.389,0.469,5495,1450,285,30,105,500,978,118,60,,,794,5.02,12,8,34,4269,1591,208,487,927,92,144,0.98,1202829,0.426
0.46,0.462,815,886,28.1,28.2,44,24,43377395,0.457,0.484,0.494,0.451,0.461,5582,1524,299,30,165,658,1065,81,33,,,812,5.07,2,5,40,4327,1618,213,616,987,127,142,0.97,1701796,0.451
0.475,0.503,793,787,29.2,28.6,43,21,80862453,0.512,0.543,0.556,0.542,0.509,5567,1480,253,23,187,594,1030,167,68,,,718,4.45,8,6,37,4357,1438,192,594,1077,137,134,0.97,3095346,0.531
0.398,0.467,856,921,27,26.9,50,27,26225000,0.447,0.416,0.466,0.486,0.557,5624,1584,294,52,151,535,932,127,39,,,844,5.35,11,3,29,4261,1607,202,643,831,125,189,0.98,1506068,0.475
0.599,0.59,823,675,29.8,27.4,38,15,54914000,0.63,0.519,0.506,0.528,0.574,5485,1463,293,23,168,728,1138,166,75,,,622,3.84,12,8,48,4375,1485,128,478,1204,106,168,0.98,2706017,0.444
0.395,0.405,691,852,25.2,26,44,21,21085000,0.333,0.568,0.494,0.469,0.443,5578,1465,266,44,128,479,1145,92,46,,,781,4.9,6,5,33,4306,1560,171,655,943,127,150,0.97,1369421,0.491
0.429,0.425,747,882,27.5,27.6,41,21,36489666,0.401,0.488,0.327,0.417,0.461,5481,1433,289,34,212,458,1049,108,70,,,817,5.18,4,6,33,4261,1528,209,583,976,106,155,0.98,2026441,0.488
0.444,0.442,906,1028,29.7,28.9,44,18,61935837,0.475,0.512,0.512,0.535,0.453,5716,1644,305,39,223,508,863,70,43,,,955,6.02,12,2,33,4285,1700,237,737,1032,118,186,0.98,3481065,0.506
0.599,0.573,1009,860,29.2,30.6,51,25,72978462,0.549,0.534,0.615,0.694,0.584,5634,1629,309,32,209,743,1099,147,50,,,789,4.9,3,6,46,4350,1503,197,634,1120,106,153,0.98,3468456,0.556
0.589,0.589,865,711,28.3,28,35,17,33962761,0.475,0.469,0.5,0.59,0.579,5649,1536,312,37,209,569,1125,164,54,,,648,3.99,6,11,55,4384,1309,190,636,1081,105,137,0.98,2061222,0.525
0.466,0.448,777,870,25.8,26.4,40,21,25620000,0.494,0.497,0.525,0.472,0.593,5644,1563,298,37,162,499,810,110,50,,,786,4.92,6,3,39,4314,1608,210,596,968,136,148,0.97,1338851,0.586
0.414,0.406,747,920,31.2,28.8,47,25,62343000,0.552,0.42,0.469,0.507,0.434,5482,1411,255,35,189,571,1170,60,44,,,837,5.27,11,6,32,4291,1619,221,529,980,139,135,0.97,2813854,0.401
0.58,0.569,836,718,28.9,30.1,48,25,63497500,0.568,0.481,0.525,0.597,0.47,5579,1551,334,42,176,597,928,67,39,,,638,4,6,12,50,4309,1396,160,469,1131,127,131,0.97,2446162,0.525
0.481,0.52,851,815,32.5,30.1,43,21,80605863,0.488,0.605,0.543,0.493,0.563,5637,1572,299,21,203,615,890,107,46,,,761,4.77,17,11,33,4305,1468,198,647,982,89,192,0.98,3433150,0.457
0.636,0.608,840,661,29.6,28.6,44,22,73140000,0.654,0.623,0.593,0.625,0.596,5569,1481,309,23,197,608,962,148,66,,,593,3.63,9,9,45,4413,1398,142,507,1197,111,122,0.98,3284897,0.586
0.617,0.632,908,676,30,30.6,43,20,68703999,0.401,,,,,5658,1566,289,46,216,588,1045,137,39,,,615,3.77,16,9,42,4401,1387,176,543,1198,104,129,0.98,3019654,0.525
0.432,0.432,711,826,28.8,31.5,45,20,55388166,0.525,0.519,0.435,0.538,0.409,5494,1404,248,22,158,511,1022,71,45,,,762,4.79,4,7,37,4293,1472,177,624,877,106,156,0.98,2253123,0.506
0.401,0.412,644,783,25.9,25.7,41,19,10641500,0.481,0.543,0.458,0.649,0.58,5418,1348,280,32,147,439,1058,91,46,,,696,4.39,4,5,39,4281,1448,156,533,1017,155,127,0.97,914909,0.42
0.543,0.528,816,768,29,30.3,41,20,51376000,0.469,0.457,0.389,0.478,0.586,5580,1482,316,19,221,564,1132,184,81,,,698,4.29,10,11,47,4395,1443,169,587,1154,125,131,0.97,2454303,0.519
0.543,0.535,940,871,30,29.9,42,21,56572095,0.475,0.556,0.514,0.456,0.531,5672,1637,314,32,201,595,1045,82,47,,,795,5,10,8,46,4293,1624,164,519,994,122,140,0.98,2927399,0.586
0.389,0.413,620,751,29,27.5,42,22,27280000,,,,,,5555,1450,267,43,111,473,1107,120,73,,,697,4.35,7,8,28,4329,1425,171,643,1008,94,178,0.98,2506293,0.426
0.512,0.516,810,782,30.5,28.9,45,23,54672521,0.451,0.543,0.434,0.465,0.537,5593,1444,292,30,223,676,1179,133,41,,,705,4.32,6,10,44,4409,1513,151,558,972,142,160,0.97,3195691,0.466
0.546,0.561,845,739,30.7,31.8,41,17,42565834,0.556,0.42,0.465,0.478,0.636,5628,1540,292,26,161,678,1040,102,51,,,688,4.19,6,6,44,4431,1457,171,562,1089,101,157,0.98,1925364,0.531
0.472,0.502,859,855,29.8,31.3,47,20,54087036,0.556,0.528,0.545,0.438,0.506,5628,1553,321,28,234,558,1081,115,39,,,783,4.95,17,7,31,4272,1530,196,528,1156,125,139,0.97,2651511,0.488
0.605,0.575,749,635,31.1,29.8,42,21,46861500,0.469,0.562,0.486,0.402,0.377,5490,1390,292,30,167,604,1072,79,37,,,587,3.63,14,11,59,4363,1384,139,501,1217,104,155,0.98,2555874,0.457
0.426,0.455,650,718,26.7,26.5,38,17,15065000,0.488,0.451,0.403,0.465,0.463,5493,1395,271,35,107,393,1060,159,51,,,630,3.91,7,10,41,4347,1433,147,530,1112,140,161,0.97,1560950,0.484
0.463,0.443,713,808,27.1,29.3,40,21,36297500,0.42,0.414,0.479,0.47,0.599,5617,1482,286,36,126,508,1080,97,45,,,754,4.64,21,11,32,4389,1476,188,544,1176,110,131,0.98,1715722,0.475
0.457,0.466,804,866,29,31,45,19,21303000,0.401,0.481,0.465,0.447,0.42,5490,1413,295,13,149,633,1122,131,47,,,770,4.83,12,4,39,4302,1555,179,529,922,141,155,0.97,1232343,0.537
0.704,0.67,965,656,30.4,30.2,38,19,66806867,0.593,0.568,0.549,0.619,0.543,5643,1625,290,31,207,653,1025,153,63,,,618,3.82,22,16,48,4369,1357,156,466,1080,98,146,0.98,2955193,0.605
0.543,0.541,706,645,28.9,31.7,49,19,52077999,0.543,0.438,0.479,0.487,0.364,5510,1425,289,24,136,572,1049,62,46,,,611,3.77,9,16,46,4374,1381,152,532,1129,101,151,0.98,2287948,0.595
0.432,0.451,734,818,29.8,28.7,38,17,27927500,0.42,0.481,0.389,0.469,0.438,5641,1499,285,32,115,506,915,112,54,,,765,4.76,7,9,42,4342,1622,180,457,952,108,135,0.98,1165976,0.394
0.457,0.437,707,812,28.3,28.1,43,23,33914904,0.484,0.494,0.451,0.461,0.426,5541,1439,266,17,152,532,1039,81,59,,,746,4.63,2,2,39,4353,1538,188,550,1063,110,192,0.98,1811593,0.46
0.512,0.494,669,678,28.3,27.6,53,25,48820000,0.543,0.556,0.542,0.509,0.5,5459,1374,209,27,159,447,1056,137,53,,,613,3.81,16,10,47,4341,1332,135,587,1178,134,154,0.97,3089222,0.475
0.447,0.396,714,899,28.7,28.8,51,22,36862500,0.416,0.466,0.486,0.557,0.519,5546,1459,274,40,134,475,984,135,50,,,823,5.16,6,7,46,4308,1590,196,568,999,125,172,0.98,1494875,0.398
0.63,0.652,874,620,29.7,27.8,38,18,42374000,0.519,0.506,0.528,0.574,0.525,5641,1578,326,28,166,621,1122,155,51,,,572,3.5,12,11,44,4413,1435,147,465,1187,108,144,0.98,2458451,0.599
0.333,0.356,667,923,25.4,24.5,49,22,41322667,0.568,0.494,0.469,0.443,0.395,5558,1381,277,36,114,525,1120,115,57,,,837,5.2,11,3,24,4348,1617,182,715,1016,129,177,0.97,1730384,0.395
0.401,0.419,722,863,27.3,26.6,45,20,24065000,0.488,0.327,0.417,0.461,0.525,5664,1494,306,29,165,455,1070,122,62,,,792,4.93,9,4,32,4338,1551,185,595,947,115,164,0.98,1409391,0.429
0.475,0.484,826,855,29.5,27.8,42,19,50484648,0.512,0.512,0.535,0.453,0.414,5632,1640,333,36,183,469,949,67,47,,,796,5,9,5,36,4297,1583,174,562,951,102,193,0.98,3792683,0.444
0.549,0.54,850,779,29.5,29.8,48,23,60800166,0.534,0.615,0.694,0.584,0.469,5616,1530,334,30,198,630,1061,143,60,,,722,4.45,9,4,47,4380,1552,171,563,1037,110,146,0.98,3467299,0.599
0.475,0.494,750,760,27.5,28,47,24,23005000,0.469,0.5,0.59,0.579,0.451,5496,1441,298,28,138,608,1107,95,42,,,711,4.44,6,8,42,4323,1400,170,573,1098,122,142,0.98,1793649,0.589
0.494,0.464,861,931,27.3,26.4,39,20,38335000,0.497,0.525,0.472,0.593,0.58,5585,1516,291,38,198,551,916,127,46,,,837,5.24,8,4,42,4315,1569,211,580,911,140,161,0.97,1391146,0.466
0.552,0.522,831,792,30.1,28.8,47,24,50838000,0.42,0.469,0.507,0.434,0.519,5649,1494,250,34,212,601,1223,65,44,,,739,4.5,7,7,56,4431,1528,180,575,1207,101,107,0.98,2623194,0.414
0.568,0.583,876,729,28.9,29.5,47,23,56757000,0.481,0.525,0.597,0.47,0.494,5601,1568,338,35,205,541,1049,72,39,,,669,4.19,5,8,53,4308,1406,168,504,1025,105,128,0.98,2314704,0.58
0.488,0.518,817,785,33.1,30.5,48,22,72355634,0.605,0.543,0.493,0.563,0.525,5565,1520,303,11,214,593,903,86,48,,,752,4.73,16,10,37,4293,1505,169,535,1065,81,144,0.98,3684650,0.481
0.654,0.656,826,581,28.9,29.5,42,19,61186000,0.623,0.593,0.625,0.596,0.642,5484,1489,297,26,215,548,1062,98,43,,,519,3.25,24,23,45,4315,1291,117,467,1232,91,139,0.98,3360860,0.636
0.401,0.41,665,812,27.8,27.4,46,25,32347000,,,,,,5491,1353,235,46,159,489,1239,73,38,,,738,4.64,7,6,37,4296,1463,188,489,908,100,125,0.98,3610290,0.617
0.525,0.502,787,783,28.7,29.8,45,19,41281000,0.519,0.435,0.538,0.409,0.438,5630,1530,314,27,147,510,1028,93,45,,,720,4.49,3,5,52,4332,1481,164,630,1091,106,146,0.98,2519280,0.432
0.481,0.469,691,740,27.7,26.4,41,21,19295500,0.543,0.458,0.649,0.58,0.537,5526,1423,339,34,172,420,1084,75,46,,,666,4.14,27,14,37,4341,1365,149,557,1138,131,150,0.97,1497609,0.401
0.469,0.473,654,694,29.5,28.8,44,20,47079833,0.457,0.389,0.478,0.586,0.593,5473,1333,275,41,147,487,1138,134,50,,,628,3.92,19,16,34,4326,1453,167,497,1150,97,150,0.98,2589297,0.543
0.475,0.491,807,823,28.4,29.7,44,20,53448838,0.556,0.514,0.456,0.531,0.475,5651,1547,311,27,187,500,1116,72,37,,,744,4.68,8,9,33,4289,1598,169,541,925,122,155,0.98,2945228,0.543
